1999-07-05 02:04:30   0.1370000E+01   0.2141110E+00   0.5183369E-01
1999-07-05 02:09:24   0.1370000E+01   0.1915178E+00   0.5502502E-01
1999-07-05 02:14:27   0.1370000E+01   0.1683772E+00   0.5818146E-01
1999-07-05 02:19:29   0.1370000E+01   0.1496518E+00   0.6147201E-01
1999-07-05 02:24:23   0.1370000E+01   0.1334792E+00   0.6070612E-01
1999-07-05 02:29:25   0.1370000E+01   0.1139690E+00   0.6083610E-01
1999-07-05 02:34:29   0.1370000E+01   0.9704602E-01   0.6272670E-01
1999-07-05 02:39:30   0.1370000E+01   0.8595715E-01   0.6306674E-01
1999-07-05 02:44:24   0.1370000E+01   0.7500362E-01   0.6027112E-01
1999-07-05 02:49:26   0.1370000E+01   0.6318963E-01   0.5518312E-01
1999-07-05 02:54:30   0.1370000E+01   0.4903513E-01   0.4756982E-01
1999-07-05 02:59:31   0.1370000E+01   0.2623612E-01   0.4121855E-01
1999-07-05 02:04:25   0.1370000E+01  -0.3426145E-02   0.3573940E-01
1999-07-05 03:09:27   0.1370000E+01  -0.3756805E-01   0.3436247E-01
1999-07-05 03:14:31   0.1370000E+01  -0.7270537E-01   0.3669294E-01
1999-07-05 03:19:23   0.1370000E+01  -0.1039773E+00   0.4112168E-01
1999-07-05 03:24:26   0.1370000E+01  -0.1288506E+00   0.4695570E-01
1999-07-05 03:29:28   0.1370000E+01  -0.1480488E+00   0.5261610E-01
1999-07-05 03:34:30   0.1370000E+01  -0.1615974E+00   0.5456929E-01
1999-07-05 03:39:24   0.1370000E+01  -0.1731584E+00   0.5300912E-01
1999-07-05 03:44:27   0.1370000E+01  -0.1849601E+00   0.4973368E-01
1999-07-05 03:49:29   0.1370000E+01  -0.1978488E+00   0.4829860E-01
1999-07-05 03:55:24   0.1370000E+01  -0.2113554E+00   0.4858059E-01
1999-07-05 04:00:26   0.1370000E+01  -0.2250243E+00   0.4981052E-01
1999-07-05 04:05:29   0.1370000E+01  -0.2384967E+00   0.5014633E-01
1999-07-05 04:10:22   0.1370000E+01  -0.2484084E+00   0.4944520E-01
1999-07-05 04:15:25   0.1370000E+01  -0.2560819E+00   0.4728932E-01
1999-07-05 04:20:27   0.1370000E+01  -0.2610943E+00   0.4410084E-01
1999-07-05 04:25:29   0.1370000E+01  -0.2661832E+00   0.3930228E-01
1999-07-05 04:30:23   0.1370000E+01  -0.2709106E+00   0.3228081E-01
1999-07-05 04:35:26   0.1370000E+01  -0.2742056E+00   0.2475728E-01
1999-07-05 04:40:28   0.1370000E+01  -0.2741656E+00   0.2056445E-01
1999-07-05 04:45:30   0.1370000E+01  -0.2733580E+00   0.1607160E-01
1999-07-05 04:50:24   0.1370000E+01  -0.2711786E+00   0.1016507E-01
