1977/01/01 01:00:00 10 2
0.  4.61  0.2  0.1  0.01
-10.  4.72  0.2  0.1  0.01
-20.  3.59  0.2  0.1  0.01
-30.  3.47  0.2  0.1  0.01
-50.  3.47  0.2  0.1  0.01
-75.  5.43  0.2  0.1  0.01
-100.  7.96  0.2  0.1  0.01
-125.  6.65  0.2  0.1  0.01
-150.  3.08  0.2  0.1  0.01
-200.  3.59  0.2  0.1  0.01

