1960-02-08 	132 	36 	  	  	 
1960-02-15 	132 	33 	  	  	 
1960-02-22 	124 	33 	  	  	 
1960-02-29 	132 	36 	  	  	 
1960-03-07 	137 	33 	  	  	 
1960-03-21 	140 	30 	  	  	 
1960-03-28 	145 	33 	  	  	 
1960-04-03 	147 	41 	  	  	 
1960-04-10 	152 	41 	  	  	 
1960-04-18 	170 	33 	  	  	 
1960-04-25 	173 	33 	  	  	 
1960-05-02 	163 	36 	  	  	 
1960-05-09 	165 	36 	  	  	 
1960-05-16 	170 	41 	  	  	 
1960-05-24 	178 	41 	  	  	 
1960-06-01 	175 	41 	  	  	 
1960-06-06 	173 	41 	  	  	 
1960-06-12 	173 	41 	  	  	 
1960-06-20 	163 	41 	  	  	 
1960-06-27 	160 	  	  	  	 
1960-10-11 	8 	8 	  	  	 
1960-10-15 	18 	8 	  	  	 
1960-10-22 	38 	5 	  	  	 
1960-10-28 	48 	5 	  	  	 
1960-11-04 	51 	5 	  	  	 
1960-11-11 	61 	5 	  	  	 
1960-11-19 	66 	5 	  	  	 
1960-11-24 	76 	5 	  	  	 
1960-12-01 	86 	5 	  	  	 
1960-12-09 	104 	5 	  	  	 
1960-12-16 	107 	8 	  	  	 
1960-12-23 	109 	8 	  	  	 
1960-12-30 	112 	8 	  	  	 
1961-01-06 	119 	8 	  	  	 
1961-01-13 	122 	8 	  	  	 
1961-01-22 	127 	8 	  	  	 
1961-01-27 	130 	10 	  	  	 
1961-02-03 	140 	10 	  	  	 
1961-02-10 	150 	10 	  	  	 
1961-02-17 	155 	10 	  	  	 
1961-02-24 	157 	10 	  	  	 
1961-03-03 	165 	10 	  	  	 
1961-03-10 	170 	10 	  	  	 
1961-03-17 	173 	13 	  	  	 
1961-03-24 	173 	13 	  	  	 
1961-03-31 	183 	15 	  	  	 
1961-04-07 	191 	15 	  	  	 
1961-04-14 	183 	20 	  	  	 
1961-04-23 	188 	25 	  	  	 
1961-04-28 	191 	25 	  	  	 
1961-05-05 	193 	33 	  	  	 
1961-05-12 	201 	48 	  	  	 
1961-05-19 	203 	48 	  	  	 
1961-05-26 	198 	46 	  	  	 
1961-06-02 	211 	46 	  	  	 
1961-06-10 	203 	41 	  	  	 
1961-06-16 	213 	38 	  	  	 
1961-06-23 	206 	18 	  	  	 
1961-06-30 	193 	15 	  	  	 
1961-07-07 	181 	0 	  	  	 
1961-07-14 	154 	0 	  	  	 
1961-07-21 	126 	0 	  	  	 
1961-07-28 	99 	0 	  	  	 
1961-10-01 	9 	3 	  	  	 
1961-10-08 	25 	5 	  	  	 
1961-10-13 	20 	3 	  	  	 
1961-10-21 	36 	5 	  	  	 
1961-10-29 	46 	15 	  	  	 
1961-11-03 	51 	15 	  	  	 
1961-11-10 	51 	15 	  	  	 
1961-11-17 	66 	28 	  	  	 
1961-11-24 	74 	30 	  	  	 
1961-12-03 	69 	15 	  	  	 
1961-12-08 	76 	15 	  	  	 
1961-12-15 	84 	20 	  	  	 
1961-12-22 	81 	28 	  	  	 
1961-12-30 	86 	33 	  	  	 
1962-01-05 	91 	25 	  	  	 
1962-01-12 	102 	28 	  	  	 
1962-01-19 	109 	28 	  	  	 
1962-01-26 	107 	25 	  	  	 
1962-02-04 	114 	36 	  	  	 
1962-02-09 	119 	30 	  	  	 
1962-02-16 	124 	30 	  	  	 
1962-02-24 	132 	33 	  	  	 
1962-03-02 	132 	38 	  	  	 
1962-03-11 	137 	38 	  	  	 
1962-03-16 	142 	41 	  	  	 
1962-03-23 	147 	38 	  	  	 
1962-03-31 	147 	51 	  	  	 
1962-04-06 	147 	53 	  	  	 
1962-04-13 	152 	53 	  	  	 
1962-04-20 	160 	51 	  	  	 
1962-04-27 	178 	43 	  	  	 
1962-05-04 	165 	58 	  	  	 
1962-05-12 	168 	51 	  	  	 
1962-05-19 	165 	51 	  	  	 
1962-05-25 	165 	46 	  	  	 
1962-06-02 	163 	48 	  	  	 
1962-06-08 	175 	38 	  	  	 
1962-06-15 	175 	  	  	  	 
1962-06-22 	155 	  	  	  	 
1962-06-29 	132 	  	  	  	 
1962-07-07 	114 	  	  	  	 
1962-07-13 	89 	  	  	  	 
1962-10-14 	30 	0 	  	  	 
1962-10-20 	38 	3 	  	  	 
1962-10-29 	43 	5 	  	  	 
1962-11-02 	53 	5 	  	  	 
1962-11-11 	61 	5 	  	  	 
1962-11-24 	94 	8 	  	  	 
1962-12-01 	94 	13 	  	  	 
1962-12-09 	104 	15 	  	  	 
1962-12-17 	102 	5 	  	  	 
1962-12-21 	107 	10 	  	  	 
1962-12-28 	114 	10 	  	  	 
1963-01-05 	122 	15 	  	  	 
1963-01-14 	119 	15 	  	  	 
1963-01-18 	124 	15 	  	  	 
1963-01-25 	135 	18 	  	  	 
1963-02-01 	137 	20 	  	  	 
1963-02-08 	142 	33 	  	  	 
1963-02-15 	152 	33 	  	  	 
1963-02-22 	155 	33 	  	  	 
1963-03-01 	155 	30 	  	  	 
1963-03-08 	157 	36 	  	  	 
1963-03-15 	163 	41 	  	  	 
1963-03-22 	165 	46 	  	  	 
1963-03-30 	191 	30 	  	  	 
1963-04-05 	191 	36 	  	  	 
1963-04-12 	196 	41 	  	  	 
1963-04-19 	203 	36 	  	  	 
1963-04-26 	206 	43 	  	  	 
1963-05-04 	191 	46 	  	  	 
1963-05-10 	191 	58 	  	  	 
1963-05-17 	193 	43 	  	  	 
1963-05-24 	188 	61 	  	  	 
1963-05-31 	201 	43 	  	  	 
1963-06-07 	206 	36 	  	  	 
1963-06-14 	198 	33 	  	  	 
1963-06-21 	211 	13 	  	  	 
1963-06-29 	201 	0 	  	  	 
1963-07-06 	191 	0 	  	  	 
1963-07-12 	165 	0 	  	  	 
1963-10-11 	25 	3 	  	  	 
1963-10-18 	28 	5 	  	  	 
1963-10-25 	38 	5 	  	  	 
1963-11-01 	43 	18 	  	  	 
1963-11-09 	43 	13 	  	  	 
1963-11-15 	48 	15 	  	  	 
1963-11-22 	58 	8 	  	  	 
1963-11-29 	66 	15 	  	  	 
1963-12-06 	74 	15 	  	  	 
1963-12-13 	79 	15 	  	  	 
1963-12-20 	84 	15 	  	  	 
1963-12-27 	91 	15 	  	  	 
1964-01-03 	97 	15 	  	  	 
1964-01-10 	102 	20 	  	  	 
1964-01-17 	104 	25 	  	  	 
1964-01-24 	107 	25 	  	  	 
1964-02-02 	122 	5 	  	  	 
1964-02-07 	119 	28 	  	  	 
1964-02-14 	142 	15 	  	  	 
1964-02-21 	137 	25 	  	  	 
1964-02-28 	132 	25 	  	  	 
1964-03-06 	137 	28 	  	  	 
1964-03-16 	145 	36 	  	  	 
1964-03-20 	145 	20 	  	  	 
1964-03-27 	152 	23 	  	  	 
1964-04-04 	157 	30 	  	  	 
1964-04-10 	152 	53 	  	  	 
1964-04-17 	163 	41 	  	  	 
1964-04-24 	155 	41 	  	  	 
1964-05-01 	165 	61 	  	  	 
1964-05-08 	178 	56 	  	  	 
1964-05-16 	165 	74 	  	  	 
1964-05-23 	175 	61 	  	  	 
1964-05-30 	188 	69 	  	  	 
1964-06-05 	170 	56 	  	  	 
1964-06-12 	193 	48 	  	  	 
1964-06-19 	165 	51 	  	  	 
1964-06-26 	188 	33 	  	  	 
1964-07-04 	152 	56 	  	  	 
1964-07-07 	157 	43 	  	  	 
1964-07-17 	152 	25 	  	  	 
1964-07-25 	160 	3 	  	  	 
1964-09-30 	5 	0 	  	  	 
1964-10-02 	5 	0 	  	  	 
1964-10-09 	25 	3 	  	  	 
1964-10-16 	33 	3 	  	  	 
1964-10-23 	38 	3 	  	  	 
1964-10-30 	43 	3 	  	  	 
1964-11-06 	53 	5 	  	  	 
1964-11-13 	66 	5 	  	  	 
1964-11-20 	61 	5 	  	  	 
1964-11-27 	71 	5 	  	  	 
1964-12-04 	76 	5 	  	  	 
1964-12-11 	91 	5 	  	  	 
1964-12-18 	97 	28 	  	  	 
1964-12-26 	104 	15 	  	  	 
1965-01-01 	104 	10 	  	  	 
1965-01-08 	112 	13 	  	  	 
1965-01-15 	117 	13 	  	  	 
1965-01-22 	122 	5 	  	  	 
1965-03-05 	168 	5 	  	  	 
1965-03-12 	178 	8 	  	  	 
1965-03-19 	178 	8 	  	  	 
1965-03-26 	183 	8 	  	  	 
1965-04-02 	193 	8 	  	  	 
1965-04-09 	196 	13 	  	  	 
1965-04-16 	201 	8 	  	  	 
1965-04-23 	201 	20 	  	  	 
1965-04-30 	185 	20 	  	  	 
1965-05-07 	208 	25 	  	  	 
1965-05-14 	208 	36 	  	  	 
1965-05-22 	206 	33 	  	  	 
1965-05-28 	203 	23 	  	  	 
1965-06-05 	211 	48 	  	  	 
1965-06-11 	211 	43 	  	  	 
1965-06-18 	208 	36 	  	  	 
1965-09-24 	10 	0 	  	  	 
1965-10-01 	22 	3 	  	  	 
1965-10-09 	25 	13 	  	  	 
1965-10-15 	30 	20 	  	  	 
1965-10-22 	33 	18 	  	  	 
1965-10-29 	34 	10 	  	  	 
1965-11-05 	47 	8 	  	  	 
1965-11-12 	69 	8 	  	  	 
1965-11-22 	66 	13 	  	  	 
1965-11-26 	81 	10 	  	  	 
1965-12-03 	69 	10 	  	  	 
1965-12-10 	71 	8 	  	  	 
1965-12-17 	76 	18 	  	  	 
1965-12-24 	85 	18 	  	  	 
1965-12-31 	94 	25 	  	  	 
1966-01-08 	105 	20 	  	  	 
1966-01-14 	104 	18 	  	  	 
1966-01-21 	113 	15 	  	  	 
1966-01-28 	119 	20 	  	  	 
1966-02-04 	131 	20 	  	  	 
1966-02-11 	136 	23 	  	  	 
1966-02-18 	147 	20 	  	  	 
1966-02-25 	145 	15 	  	  	 
1966-03-04 	146 	30 	  	  	 
1966-03-12 	145 	33 	  	  	 
1966-03-19 	152 	30 	  	  	 
1966-03-25 	171 	28 	  	  	 
1966-04-08 	164 	23 	  	  	 
1966-04-15 	170 	30 	  	  	 
1966-04-23 	164 	43 	  	  	 
1966-04-29 	175 	36 	  	  	 
1966-05-06 	182 	33 	  	  	 
1966-05-13 	194 	30 	  	  	 
1966-05-20 	193 	30 	  	  	 
1966-05-27 	199 	41 	  	  	 
1966-06-03 	196 	41 	  	  	 
1966-06-10 	199 	43 	  	  	 
1966-06-17 	198 	43 	  	  	 
1966-06-24 	206 	25 	  	  	 
1966-07-01 	183 	13 	  	  	 
1966-07-08 	157 	0 	  	  	 
1966-07-15 	141 	0 	  	  	 
1966-07-22 	127 	0 	  	  	 
1966-07-29 	76 	0 	  	  	 
1966-08-05 	28 	0 	  	  	 
1966-08-08 	25 	0 	  	  	 
1966-09-30 	8 	0 	  	  	 
1966-10-14 	41 	8 	  	  	 
1966-10-21 	43 	8 	  	  	 
1966-10-28 	48 	5 	  	  	 
1966-11-04 	58 	5 	  	  	 
1966-11-11 	51 	3 	  	  	 
1966-11-18 	81 	3 	  	  	 
1966-11-25 	84 	8 	  	  	 
1966-12-09 	99 	10 	  	  	 
1966-12-16 	104 	13 	  	  	 
1966-12-23 	109 	13 	  	  	 
1967-01-06 	119 	13 	  	  	 
1967-01-13 	122 	13 	  	  	 
1967-01-20 	130 	10 	  	  	 
1967-01-27 	137 	13 	  	  	 
1967-02-05 	142 	15 	  	  	 
1967-02-10 	147 	15 	  	  	 
1967-02-18 	155 	18 	  	  	 
1967-02-24 	160 	18 	  	  	 
1967-03-03 	168 	20 	  	  	 
1967-03-10 	171 	20 	  	  	 
1967-03-17 	175 	30 	  	  	 
1967-03-24 	187 	30 	  	  	 
1967-03-31 	188 	25 	  	  	 
1967-04-07 	191 	18 	  	  	 
1967-04-14 	204 	25 	  	  	 
1967-04-21 	206 	30 	  	  	 
1967-04-28 	201 	38 	  	  	 
1967-05-05 	196 	38 	  	  	 
1967-05-12 	211 	36 	  	  	 
1967-05-19 	201 	46 	  	  	 
1967-05-26 	207 	51 	  	  	 
1967-06-04 	229 	15 	  	  	 
1967-06-09 	229 	38 	  	  	 
1967-06-16 	226 	15 	  	  	 
1967-06-23 	236 	15 	  	  	 
1967-06-30 	231 	5 	  	  	 
1967-07-15 	198 	0 	  	  	 
1967-07-22 	178 	0 	  	  	 
1967-07-28 	152 	0 	  	  	 
1967-10-07 	15 	10 	  	  	 
1967-10-14 	25 	10 	  	  	 
1967-10-20 	38 	5 	  	  	 
1967-10-27 	46 	3 	  	  	 
1967-11-03 	55 	8 	  	  	 
1967-11-10 	64 	8 	  	  	 
1967-11-18 	76 	10 	  	  	 
1967-11-24 	81 	10 	  	  	 
1967-12-01 	91 	10 	  	  	 
1967-12-10 	104 	15 	  	  	 
1967-12-15 	108 	20 	  	  	 
1967-12-22 	110 	15 	  	  	 
1967-12-29 	109 	18 	  	  	 
1968-01-05 	121 	8 	  	  	 
1968-01-12 	124 	10 	  	  	 
1968-01-19 	131 	13 	  	  	 
1968-01-26 	138 	13 	  	  	 
1968-02-02 	142 	13 	  	  	 
1968-02-10 	146 	15 	  	  	 
1968-02-17 	156 	20 	  	  	 
1968-02-23 	153 	30 	  	  	 
1968-03-01 	164 	25 	  	  	 
1968-03-08 	165 	30 	  	  	 
1968-03-15 	168 	41 	  	  	 
1968-03-22 	175 	46 	  	  	 
1968-03-29 	185 	30 	  	  	 
1968-04-05 	180 	61 	  	  	 
1968-04-12 	183 	56 	  	  	 
1968-04-19 	183 	66 	  	  	 
1968-04-26 	185 	66 	  	  	 
1968-05-03 	187 	56 	  	  	 
1968-05-10 	187 	61 	  	  	 
1968-05-17 	188 	56 	  	  	 
1968-05-24 	198 	71 	  	  	 
1968-05-31 	199 	71 	  	  	 
1968-06-07 	193 	56 	  	  	 
1968-06-14 	196 	56 	  	  	 
1968-06-21 	193 	38 	  	  	 
1968-06-28 	193 	15 	  	  	 
1968-07-05 	206 	5 	  	  	 
1968-07-12 	173 	0 	  	  	 
1968-07-19 	163 	0 	  	  	 
1968-07-26 	138 	0 	  	  	 
1968-10-04 	8 	0 	  	  	 
1968-10-11 	18 	0 	  	  	 
