1995/12/20 12:00:00   0.0000E+00 -0.1216E-02  
1995/12/20 12:30:00   0.0000E+00 -0.7388E-03  
1995/12/20 13:00:00   0.0000E+00 -0.1157E-03  
1995/12/20 13:30:00   0.0000E+00 -0.3004E-04  
1995/12/20 14:00:00   0.0000E+00 -0.3378E-04  
1995/12/20 14:30:00   0.0000E+00 -0.1184E-03  
1995/12/20 15:00:00   0.0000E+00 -0.5546E-04  
1995/12/20 15:30:00   0.0000E+00 -0.6032E-03  
1995/12/20 16:00:00   0.0000E+00 -0.2530E-03  
1995/12/20 16:30:00   0.0000E+00 -0.2430E-03  
1995/12/20 17:00:00   0.0000E+00 -0.5993E-03  
1995/12/20 17:30:00   0.0000E+00 -0.2634E-02  
1995/12/20 18:00:00   0.0000E+00 -0.6881E-03  
1995/12/20 18:30:00   0.0000E+00 -0.2507E-03  
1995/12/20 19:00:00   0.0000E+00 -0.1442E-03 
1995/12/20 19:30:00   0.0000E+00 -0.2069E-03  
1995/12/20 20:00:00   0.0000E+00 -0.8455E-04  
1995/12/20 20:30:00   0.0000E+00 -0.2540E-03  
1995/12/20 21:00:00   0.0000E+00 -0.7084E-03  
1995/12/20 21:30:00   0.0000E+00 -0.6809E-02  
1995/12/20 22:00:00   0.0000E+00 -0.7554E-02  
1995/12/20 22:30:00   0.0000E+00 -0.4946E-02  
1995/12/20 23:00:00   0.0000E+00 -0.3790E-02  
1995/12/20 23:30:00   0.0000E+00 -0.7642E-03  
1995/12/21 00:00:00   0.0000E+00 -0.1940E-02  
1995/12/21 00:30:00   0.0000E+00 -0.4601E-02  
1995/12/21 01:00:00   0.0000E+00 -0.4510E-02  
1995/12/21 01:30:00   0.0000E+00 -0.3043E-02  
1995/12/21 02:00:00   0.0000E+00 -0.6353E-02  
1995/12/21 02:30:00   0.0000E+00 -0.9273E-02  
1995/12/21 03:00:00   0.0000E+00 -0.1865E-01  
1995/12/21 03:30:00   0.0000E+00 -0.1317E-01  
1995/12/21 04:00:00   0.0000E+00 -0.1220E-01 
1995/12/21 04:30:00   0.0000E+00 -0.1230E-01  
1995/12/21 05:00:00   0.0000E+00 -0.6074E-02  
1995/12/21 05:30:00   0.0000E+00 -0.2869E-02  
1995/12/21 06:00:00   0.0000E+00 -0.5321E-03  
1995/12/21 06:30:00   0.0000E+00 -0.3435E-04  
1995/12/21 07:00:00   0.0000E+00 -0.7765E-04  
1995/12/21 07:30:00   0.0000E+00 -0.1007E-03  
1995/12/21 08:00:00   0.0000E+00 -0.5467E-04  
1995/12/21 08:30:00   0.0000E+00 -0.1750E-03  
1995/12/21 09:00:00   0.0000E+00 -0.1278E-02  
1995/12/21 09:30:00   0.0000E+00 -0.5053E-03  
1995/12/21 10:00:00   0.0000E+00 -0.4447E-03  
1995/12/21 10:30:00   0.0000E+00 -0.1606E-02  
1995/12/21 11:00:00   0.0000E+00 -0.3648E-03  
1995/12/21 11:30:00   0.0000E+00 -0.9924E-03  
1995/12/21 12:00:00   0.0000E+00 -0.2681E-02  
1995/12/21 12:30:00   0.0000E+00 -0.2480E-02  
1995/12/21 13:00:00   0.0000E+00 -0.1363E-02  
